cycle,T_K,I_on_A,I_off_A,Rwin_Ion_over_Ioff,tau_s,retention_drop_frac_at_tobs
1.560000000000000000e+02,3.250000000000000000e+02,2.096769869046932570e-03,1.539813695486584675e-04,1.361703610763345296e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.560000000000000000e+02,3.500000000000000000e+02,2.288503253888335160e-03,1.680617746622147489e-04,1.361703610763345296e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.560000000000000000e+02,3.750000000000000000e+02,2.497769173608947475e-03,1.834297239036287541e-04,1.361703610763345118e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.570000000000000000e+02,2.500000000000000000e+02,1.608079902443702988e-03,1.184533525202203841e-04,1.357563858033649495e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.570000000000000000e+02,2.750000000000000000e+02,1.755126370128355998e-03,1.292849953055285510e-04,1.357563858033649495e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.570000000000000000e+02,3.000000000000000000e+02,1.915619099796431234e-03,1.411071080347624674e-04,1.357563858033649495e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.570000000000000000e+02,3.250000000000000000e+02,2.090787648091985661e-03,1.540102615224573875e-04,1.357563858033649495e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.570000000000000000e+02,3.500000000000000000e+02,2.281974005102869931e-03,1.680933085835220619e-04,1.357563858033649495e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.570000000000000000e+02,3.750000000000000000e+02,2.490642875529428413e-03,1.834641413581071761e-04,1.357563858033649673e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.580000000000000000e+02,2.500000000000000000e+02,1.603491945781582682e-03,1.184754338988195635e-04,1.353438339927075162e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.580000000000000000e+02,2.750000000000000000e+02,1.750118880319885073e-03,1.293090958553888439e-04,1.353438339927075162e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.580000000000000000e+02,3.000000000000000000e+02,1.910153713780698764e-03,1.411334123934763205e-04,1.353438339927075162e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.580000000000000000e+02,3.250000000000000000e+02,2.084822494802920055e-03,1.540389712112967470e-04,1.353438339927075340e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.580000000000000000e+02,3.500000000000000000e+02,2.275463384689302686e-03,1.681246435513203527e-04,1.353438339927075162e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.580000000000000000e+02,3.750000000000000000e+02,2.483536909242315717e-03,1.834983416663171839e-04,1.353438339927075162e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.590000000000000000e+02,2.500000000000000000e+02,1.598917078858536501e-03,1.184973768352637997e-04,1.349326982217814397e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.590000000000000000e+02,2.750000000000000000e+02,1.745125677205870522e-03,1.293330453036300727e-04,1.349326982217814574e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.590000000000000000e+02,3.000000000000000000e+02,1.904703920867114979e-03,1.411595518334968886e-04,1.349326982217814397e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.590000000000000000e+02,3.250000000000000000e+02,2.078874360484572834e-03,1.540675009009040614e-04,1.349326982217814397e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.590000000000000000e+02,3.500000000000000000e+02,2.268971339499675170e-03,1.681557820603492249e-04,1.349326982217814397e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.590000000000000000e+02,3.750000000000000000e+02,2.476451216739682798e-03,1.835323275511230290e-04,1.349326982217814397e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.600000000000000000e+02,2.500000000000000000e+02,1.594355264328686534e-03,1.185191830547057740e-04,1.345229711541943551e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.600000000000000000e+02,2.750000000000000000e+02,1.740146720025442404e-03,1.293568455331567683e-04,1.345229711541943729e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.600000000000000000e+02,3.000000000000000000e+02,1.899269676567544047e-03,1.411855284099057539e-04,1.345229711541943551e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.600000000000000000e+02,3.250000000000000000e+02,2.072943196580712914e-03,1.540958528342822333e-04,1.345229711541943729e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.600000000000000000e+02,3.500000000000000000e+02,2.262497816537663905e-03,1.681867265587168282e-04,1.345229711541943729e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.600000000000000000e+02,3.750000000000000000e+02,2.469385740179101760e-03,1.835661016844934235e-04,1.345229711541943551e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.610000000000000000e+02,2.500000000000000000e+02,1.589806464952705492e-03,1.185408542502516723e-04,1.341146455378551572e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.610000000000000000e+02,2.750000000000000000e+02,1.735181968134024907e-03,1.293804983918965849e-04,1.341146455378551572e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.610000000000000000e+02,3.000000000000000000e+02,1.893850936520777902e-03,1.412113441396092796e-04,1.341146455378551572e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.610000000000000000e+02,3.250000000000000000e+02,2.067028954673642924e-03,1.541240292127681131e-04,1.341146455378551572e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.610000000000000000e+02,3.500000000000000000e+02,2.256042762958147818e-03,1.682174794490552379e-04,1.341146455378551572e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.610000000000000000e+02,3.750000000000000000e+02,2.462340421883174157e-03,1.835996666887625476e-04,1.341146455378551572e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.620000000000000000e+02,2.500000000000000000e+02,1.585270643597512042e-03,1.185623920837498607e-04,1.337077142031439259e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.620000000000000000e+02,2.750000000000000000e+02,1.730231381003003712e-03,1.294040056936610202e-04,1.337077142031439259e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.620000000000000000e+02,3.000000000000000000e+02,1.888447656492174120e-03,1.412370010022780164e-04,1.337077142031439259e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.620000000000000000e+02,3.250000000000000000e+02,2.061131586483804130e-03,1.541520321970577749e-04,1.337077142031439259e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.620000000000000000e+02,3.500000000000000000e+02,2.249606126066776290e-03,1.682480430896395149e-04,1.337077142031439081e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.620000000000000000e+02,3.750000000000000000e+02,2.455315204339058709e-03,1.836330251378514580e-04,1.337077142031439259e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.630000000000000000e+02,2.500000000000000000e+02,1.580747763235967451e-03,1.185837981865557226e-04,1.333021700611359428e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.630000000000000000e+02,2.750000000000000000e+02,1.725294918219395096e-03,1.294273692189803603e-04,1.333021700611359428e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.630000000000000000e+02,3.000000000000000000e+02,1.883059792373293793e-03,1.412625009412579204e-04,1.333021700611359250e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.630000000000000000e+02,3.250000000000000000e+02,2.055251043869382212e-03,1.541798639082011635e-04,1.333021700611359073e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.630000000000000000e+02,3.500000000000000000e+02,2.243187853319538946e-03,1.682784197954731811e-04,1.333021700611359250e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.630000000000000000e+02,3.750000000000000000e+02,2.448310030198001200e-03,1.836661795584528770e-04,1.333021700611359250e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.640000000000000000e+02,2.500000000000000000e+02,1.576237786946574392e-03,1.186050741602731037e-04,1.328980061018786429e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.640000000000000000e+02,2.750000000000000000e+02,1.720372539485515899e-03,1.294505907159126837e-04,1.328980061018786429e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.640000000000000000e+02,3.000000000000000000e+02,1.877687300181542880e-03,1.412878458644534901e-04,1.328980061018786429e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.640000000000000000e+02,3.250000000000000000e+02,2.049387278825915652e-03,1.542075264285658689e-04,1.328980061018786252e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.640000000000000000e+02,3.500000000000000000e+02,2.236787892322335877e-03,1.683086118393402211e-04,1.328980061018786252e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.640000000000000000e+02,3.750000000000000000e+02,2.441324842274867832e-03,1.836991324311792811e-04,1.328980061018786429e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.650000000000000000e+02,2.500000000000000000e+02,1.571740677913175104e-03,1.186262215774734499e-04,1.324952153927189613e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.650000000000000000e+02,2.750000000000000000e+02,1.715464204618655664e-03,1.294736719008289592e-04,1.324952153927189613e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.650000000000000000e+02,3.000000000000000000e+02,1.872330136059812680e-03,1.413130376451845300e-04,1.324952153927189613e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.650000000000000000e+02,3.250000000000000000e+02,2.043540243485901953e-03,1.542350218027723049e-04,1.324952153927189435e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.650000000000000000e+02,3.500000000000000000e+02,2.230406190830553498e-03,1.683386214528258045e-04,1.324952153927189613e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.650000000000000000e+02,3.750000000000000000e+02,2.434359583547677716e-03,1.837318861916770543e-04,1.324952153927189613e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.660000000000000000e+02,2.500000000000000000e+02,1.567256399424649983e-03,1.186472419823931797e-04,1.320937910766796541e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.660000000000000000e+02,2.750000000000000000e+02,1.710569873550747038e-03,1.294966144591740479e-04,1.320937910766796541e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.660000000000000000e+02,3.000000000000000000e+02,1.866988256276120965e-03,1.413380781230168118e-04,1.320937910766796541e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.660000000000000000e+02,3.250000000000000000e+02,2.037709890118407328e-03,1.542623520386002917e-04,1.320937910766796364e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.660000000000000000e+02,3.500000000000000000e+02,2.224042696748632607e-03,1.683684508273056743e-04,1.320937910766796541e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.660000000000000000e+02,3.750000000000000000e+02,2.427414197157136671e-03,1.837644432317062722e-04,1.320937910766796541e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.670000000000000000e+02,2.500000000000000000e+02,1.562784914874619643e-03,1.186681368916104023e-04,1.316937263708827466e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.670000000000000000e+02,2.750000000000000000e+02,1.705689506328040292e-03,1.295194200462054237e-04,1.316937263708827466e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.670000000000000000e+02,3.000000000000000000e+02,1.861661617223256794e-03,1.413629691045682876e-04,1.316937263708827466e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.670000000000000000e+02,3.250000000000000000e+02,2.031896171128678985e-03,1.542895191078690487e-04,1.316937263708827288e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.670000000000000000e+02,3.500000000000000000e+02,2.217697358129648577e-03,1.683981021149066415e-04,1.316937263708827466e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.670000000000000000e+02,3.750000000000000000e+02,2.420488626406175348e-03,1.837968059001891254e-04,1.316937263708827466e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.680000000000000000e+02,2.500000000000000000e+02,1.558326187761144375e-03,1.186889077947015920e-04,1.312950145650181710e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.680000000000000000e+02,2.750000000000000000e+02,1.700823063110775682e-03,1.295420902877098045e-04,1.312950145650181710e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.680000000000000000e+02,3.000000000000000000e+02,1.856350175418422510e-03,1.413877123642912873e-04,1.312950145650181710e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.680000000000000000e+02,3.250000000000000000e+02,2.026099039057753948e-03,1.543165249472908140e-04,1.312950145650181888e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.680000000000000000e+02,3.500000000000000000e+02,2.211370123174882883e-03,1.684275774294383219e-04,1.312950145650181710e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.680000000000000000e+02,3.750000000000000000e+02,2.413582814759483459e-03,1.838289765042267388e-04,1.312950145650181888e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.690000000000000000e+02,2.500000000000000000e+02,1.553880181686427076e-03,1.187095561548786248e-04,1.308976490198566900e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.690000000000000000e+02,2.750000000000000000e+02,1.695970504172859047e-03,1.295646267806984503e-04,1.308976490198566900e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.690000000000000000e+02,3.000000000000000000e+02,1.851053887502879854e-03,1.414123096452314329e-04,1.308976490198566900e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.690000000000000000e+02,3.250000000000000000e+02,2.020318446582072217e-03,1.543433714592992560e-04,1.308976490198567078e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.690000000000000000e+02,3.500000000000000000e+02,2.205060940233403294e-03,1.684568788472972246e-04,1.308976490198566900e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.690000000000000000e+02,3.750000000000000000e+02,2.406696705843049643e-03,1.838609573100860389e-04,1.308976490198566900e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.700000000000000000e+02,2.500000000000000000e+02,1.549446860356515961e-03,1.187300834096075323e-04,1.305016231658046699e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.700000000000000000e+02,2.750000000000000000e+02,1.691131789901537640e-03,1.295870310940825678e-04,1.305016231658046699e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.700000000000000000e+02,3.000000000000000000e+02,1.845772710241596519e-03,1.414367626597646795e-04,1.305016231658046877e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.700000000000000000e+02,3.250000000000000000e+02,2.014554346513092523e-03,1.543700605128538975e-04,1.305016231658046877e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.700000000000000000e+02,3.500000000000000000e+02,2.198769757801640173e-03,1.684860084083447120e-04,1.305016231658046877e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.700000000000000000e+02,3.750000000000000000e+02,2.399830243443702629e-03,1.838927505441579724e-04,1.305016231658046699e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.710000000000000000e+02,2.500000000000000000e+02,1.545026187581008143e-03,1.187504909712087839e-04,1.301069305015001376e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.710000000000000000e+02,2.750000000000000000e+02,1.686306880797075946e-03,1.296093047693283845e-04,1.301069305015001376e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.710000000000000000e+02,3.000000000000000000e+02,1.840506600522891396e-03,1.414610730903124547e-04,1.301069305015001376e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.710000000000000000e+02,3.250000000000000000e+02,2.008806691796903750e-03,1.543965939442205242e-04,1.301069305015001376e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.710000000000000000e+02,3.500000000000000000e+02,2.192496524522967102e-03,1.685149681167589662e-04,1.301069305015001376e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.710000000000000000e+02,3.750000000000000000e+02,2.392983371508648933e-03,1.839243583938872091e-04,1.301069305015001554e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.720000000000000000e+02,2.500000000000000000e+02,1.540618127272754294e-03,1.187707802274405605e-04,1.297135645924478808e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.720000000000000000e+02,2.750000000000000000e+02,1.681495737472434547e-03,1.296314493210938741e-04,1.297135645924478986e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.720000000000000000e+02,3.000000000000000000e+02,1.835255515358085029e-03,1.414852425900364427e-04,1.297135645924478808e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.720000000000000000e+02,3.250000000000000000e+02,2.003075435513844600e-03,1.544229735577297468e-04,1.297135645924478631e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.720000000000000000e+02,3.500000000000000000e+02,2.186241189187282385e-03,1.685437599418625871e-04,1.297135645924478808e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.720000000000000000e+02,3.750000000000000000e+02,2.386156034145018798e-03,1.839557830086757434e-04,1.297135645924478808e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.730000000000000000e+02,2.500000000000000000e+02,1.536222643447564392e-03,1.187909525420648707e-04,1.293215190696930428e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.730000000000000000e+02,2.750000000000000000e+02,1.676698320652946807e-03,1.296534662378464806e-04,1.293215190696930605e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.730000000000000000e+02,3.000000000000000000e+02,1.830019411881146597e-03,1.415092727835129578e-04,1.293215190696930428e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.730000000000000000e+02,3.250000000000000000e+02,1.997360530878117615e-03,1.544492011265127405e-04,1.293215190696930605e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.730000000000000000e+02,3.500000000000000000e+02,2.180003700730588374e-03,1.685723858189259322e-04,1.293215190696930428e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.730000000000000000e+02,3.750000000000000000e+02,2.379348175619408218e-03,1.839870265007594442e-04,1.293215190696930428e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.740000000000000000e+02,2.500000000000000000e+02,1.531839700223912607e-03,1.188110092553977429e-04,1.289307876285310783e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.740000000000000000e+02,2.750000000000000000e+02,1.671914591175999469e-03,1.296753569824637931e-04,1.289307876285310783e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.740000000000000000e+02,3.000000000000000000e+02,1.824798247348344803e-03,1.415331652673884263e-04,1.289307876285310783e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.740000000000000000e+02,3.250000000000000000e+02,1.991661931237407104e-03,1.544752783932169544e-04,1.289307876285310783e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.740000000000000000e+02,3.500000000000000000e+02,2.173784008234577736e-03,1.686008476499480677e-04,1.289307876285310783e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.740000000000000000e+02,3.750000000000000000e+02,2.372559740357423584e-03,1.840180909460604282e-04,1.289307876285310783e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.750000000000000000e+02,2.500000000000000000e+02,1.527469261822647379e-03,1.188309516848435872e-04,1.285413640272536817e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.750000000000000000e+02,2.750000000000000000e+02,1.667144509990714117e-03,1.296971229928166574e-04,1.285413640272536995e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.750000000000000000e+02,3.000000000000000000e+02,1.819591979137900276e-03,1.415569216110158400e-04,1.285413640272536995e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.750000000000000000e+02,3.250000000000000000e+02,1.985979590072502275e-03,1.545012070707005422e-04,1.285413640272536995e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.750000000000000000e+02,3.500000000000000000e+02,2.167582060926216692e-03,1.686291473044147608e-04,1.285413640272537172e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.750000000000000000e+02,3.750000000000000000e+02,2.365790672943229780e-03,1.840489783850145222e-04,1.285413640272536995e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.760000000000000000e+02,2.500000000000000000e+02,1.523111292566695649e-03,1.188507811254143801e-04,1.281532420859287136e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.760000000000000000e+02,2.750000000000000000e+02,1.662388038157625383e-03,1.297187656823358879e-04,1.281532420859287136e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.760000000000000000e+02,3.000000000000000000e+02,1.814400564749634728e-03,1.415805433570733476e-04,1.281532420859287136e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.760000000000000000e+02,3.250000000000000000e+02,1.980313460996911690e-03,1.545269888427076583e-04,1.281532420859286958e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.760000000000000000e+02,3.500000000000000000e+02,2.161397808177328243e-03,1.686572866200355481e-04,1.281532420859287136e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.760000000000000000e+02,3.750000000000000000e+02,2.359040918119095689e-03,1.840796908233755522e-04,1.281532420859287136e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.770000000000000000e+02,2.500000000000000000e+02,1.518765756880774464e-03,1.188704988502344007e-04,1.277664156852135235e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.770000000000000000e+02,2.750000000000000000e+02,1.657645136848365881e-03,1.297402864405630967e-04,1.277664156852135413e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.770000000000000000e+02,3.000000000000000000e+02,1.809223961804627039e-03,1.416040320221653910e-04,1.277664156852135235e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.770000000000000000e+02,3.250000000000000000e+02,1.974663497756490738e-03,1.545526253645244539e-04,1.277664156852135235e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.770000000000000000e+02,3.500000000000000000e+02,2.155231199504183213e-03,1.686852674034597149e-04,1.277664156852135235e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.770000000000000000e+02,3.750000000000000000e+02,2.352310420784944900e-03,1.841102302329969170e-04,1.277664156852135235e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.780000000000000000e+02,2.500000000000000000e+02,1.514432619291098238e-03,1.188901061110305882e-04,1.273808787652002650e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.780000000000000000e+02,2.750000000000000000e+02,1.652915767345346796e-03,1.297616866336860186e-04,1.273808787652002827e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.780000000000000000e+02,3.000000000000000000e+02,1.804062128044864582e-03,1.416273890974069816e-04,1.273808787652002827e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.780000000000000000e+02,3.250000000000000000e+02,1.969029654229057392e-03,1.545781182636168862e-04,1.273808787652002827e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.780000000000000000e+02,3.500000000000000000e+02,2.149082184567084348e-03,1.687130914309724079e-04,1.273808787652002650e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.780000000000000000e+02,3.750000000000000000e+02,2.345599125997904245e-03,1.841405985525912620e-04,1.273808787652002827e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.790000000000000000e+02,2.500000000000000000e+02,1.510111844425091662e-03,1.189096041386094829e-04,1.269966253242923848e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.790000000000000000e+02,2.750000000000000000e+02,1.648199891041444336e-03,1.297829676050589009e-04,1.269966253242924026e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.790000000000000000e+02,3.000000000000000000e+02,1.798915021332900396e-03,1.416506160489917410e-04,1.269966253242924026e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.790000000000000000e+02,3.250000000000000000e+02,1.963411884424021842e-03,1.546034691402506649e-04,1.269966253242924203e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.790000000000000000e+02,3.500000000000000000e+02,2.142950713169956920e-03,1.687407604491711767e-04,1.269966253242924026e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.790000000000000000e+02,3.750000000000000000e+02,2.338906978971856242e-03,1.841707976884690643e-04,1.269966253242924026e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.800000000000000000e+02,2.500000000000000000e+02,1.505803397011098912e-03,1.189289941433207762e-04,1.266136494181109740e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.800000000000000000e+02,2.750000000000000000e+02,1.643497469439682713e-03,1.298041306757085549e-04,1.266136494181109740e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.800000000000000000e+02,3.000000000000000000e+02,1.793782599651508195e-03,1.416737143187441665e-04,1.266136494181109740e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.800000000000000000e+02,3.250000000000000000e+02,1.957810142482007028e-03,1.546286795680939879e-04,1.266136494181109740e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.800000000000000000e+02,3.500000000000000000e+02,2.136836735259939335e-03,1.687682761756240579e-04,1.266136494181109562e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.800000000000000000e+02,3.750000000000000000e+02,2.332233925076992401e-03,1.842008295152565650e-04,1.266136494181109740e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.810000000000000000e+02,2.500000000000000000e+02,1.501507241878097211e-03,1.189482773155081901e-04,1.262319451584301611e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.810000000000000000e+02,2.750000000000000000e+02,1.638808464152921021e-03,1.298251771448264476e-04,1.262319451584301433e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.810000000000000000e+02,3.000000000000000000e+02,1.788664821103340191e-03,1.416966853246567177e-04,1.262319451584301611e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.810000000000000000e+02,3.250000000000000000e+02,1.952224382674476759e-03,1.546537510948037145e-04,1.262319451584301433e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.810000000000000000e+02,3.500000000000000000e+02,2.130740200926974168e-03,1.687956402995091458e-04,1.262319451584301611e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.810000000000000000e+02,3.750000000000000000e+02,2.325579909839366969e-03,1.842306958765942387e-04,1.262319451584301611e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.820000000000000000e+02,2.500000000000000000e+02,1.497223343955407992e-03,1.189674548259479558e-04,1.258515067121406616e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.820000000000000000e+02,2.750000000000000000e+02,1.634132836903538820e-03,1.298461082902471883e-04,1.258515067121406616e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.820000000000000000e+02,3.000000000000000000e+02,1.783561643910583187e-03,1.417195304614121308e-04,1.258515067121406616e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.820000000000000000e+02,3.250000000000000000e+02,1.946654559403360575e-03,1.546786852425955478e-04,1.258515067121406616e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.820000000000000000e+02,3.500000000000000000e+02,2.124661060403400074e-03,1.688228544822370329e-04,1.258515067121406616e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.820000000000000000e+02,3.750000000000000000e+02,2.318944878940449802e-03,1.842603985858157212e-04,1.258515067121406439e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.830000000000000000e+02,2.500000000000000000e+02,1.492951668272412408e-03,1.189865278262753110e-04,1.254723283002405587e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.830000000000000000e+02,2.750000000000000000e+02,1.629470549523124104e-03,1.298669253689141922e-04,1.254723283002405587e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.830000000000000000e+02,3.000000000000000000e+02,1.778473026414619657e-03,1.417422511008915300e-04,1.254723283002405587e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.830000000000000000e+02,3.250000000000000000e+02,1.941100627200682089e-03,1.547034835087985228e-04,1.254723283002405765e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.830000000000000000e+02,3.500000000000000000e+02,2.118599264063545859e-03,1.688499203580558759e-04,1.254723283002405587e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.830000000000000000e+02,3.750000000000000000e+02,2.312328778216687919e-03,1.842899394266085764e-04,1.254723283002405587e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.840000000000000000e+02,2.500000000000000000e+02,1.488692179958265097e-03,1.190054974493996145e-04,1.250944041968521248e+01,9.751124699375864863e+07,2.038954951701144047e-03
